kid	pa	ma	pair
368	T059477_2009	T028744_2006	T028760_2006	T028744_2006--T028760_2006
369	T059478_2009	T028266_2006	T028285_2006	T028266_2006--T028285_2006
370	T059480_2009	T028514_2006	T028590_2006	T028514_2006--T028590_2006
371	T059482_2009	T029332_2007	T029854_2007	T029332_2007--T029854_2007
372	T059484_2009	T029080_2006	T028996_2006	T029080_2006--T028996_2006
373	T059485_2009	T028735_2006	T028758_2006	T028735_2006--T028758_2006
374	T059487_2009	T029080_2006	T028996_2006	T029080_2006--T028996_2006
375	T059488_2009	T028730_2006	T028682_2006	T028730_2006--T028682_2006
376	T059416_2009	T029845_2007	T029555_2007	T029845_2007--T029555_2007
377	T059417_2009	T028349_2006	T028388_2006	T028349_2006--T028388_2006
378	T059419_2009	T028455_2006	T028494_2006	T028455_2006--T028494_2006
379	T059420_2009	T028705_2006	T028671_2006	T028705_2006--T028671_2006
380	T059422_2009	T028699_2006	T028801_2006	T028699_2006--T028801_2006
381	T059423_2009	T028466_2006	T028504_2006	T028466_2006--T028504_2006
382	T059425_2009	T028776_2006	T028748_2006	T028776_2006--T028748_2006
383	T059433_2009	T028652_2006	T028654_2006	T028652_2006--T028654_2006
384	T059434_2009	T028902_2006	T028923_2006	T028902_2006--T028923_2006
385	T059435_2009	T028437_2006	T028488_2006	T028437_2006--T028488_2006
386	T059437_2009	T028945_2006	T028963_2006	T028945_2006--T028963_2006
387	T059439_2009	T028953_2006	T028982_2006	T028953_2006--T028982_2006
388	T059440_2009	T028461_2006	T028415_2006	T028461_2006--T028415_2006
389	T059445_2009	T028629_2006	T028614_2006	T028629_2006--T028614_2006
390	T059446_2009	T028902_2006	T028923_2006	T028902_2006--T028923_2006
391	T059448_2009	T028946_2006	T028938_2006	T028946_2006--T028938_2006
392	T059449_2009	T028408_2006	T028426_2006	T028408_2006--T028426_2006
393	T059792_2009	T029617_2007	T029668_2007	T029617_2007--T029668_2007
394	T059793_2009	T027614_2006	T027656_2006	T027614_2006--T027656_2006
395	T059796_2009	T028209_2006	T028300_2006	T028209_2006--T028300_2006
396	T059807_2009	T028611_2006	T028660_2006	T028611_2006--T028660_2006
397	T059827_2009	T028530_2006	T028483_2006	T028530_2006--T028483_2006
398	T059849_2009	T028233_2006	T028292_2006	T028233_2006--T028292_2006
399	T059871_2009	T028706_2006	T028720_2006	T028706_2006--T028720_2006
400	T059873_2009	T028645_2006	T028713_2006	T028645_2006--T028713_2006
401	T059876_2009	T028990_2006	T029021_2006	T028990_2006--T029021_2006
402	T059915_2009	T029080_2006	T028996_2006	T029080_2006--T028996_2006
403	T059926_2009	T028299_2006	T028177_2006	T028299_2006--T028177_2006
404	T059952_2009	T028745_2006	T028689_2006	T028745_2006--T028689_2006
405	T059832_2009	T028907_2006	T028930_2006	T028907_2006--T028930_2006
406	T059833_2009	T028170_2006	T027662_2006	T028170_2006--T027662_2006
407	T059834_2009	T028631_2006	T028602_2006	T028631_2006--T028602_2006
408	T059836_2009	T028238_2006	T028245_2006	T028238_2006--T028245_2006
409	T059837_2009	T028677_2006	T028560_2006	T028677_2006--T028560_2006
410	T059839_2009	T028727_2006	T028679_2006	T028727_2006--T028679_2006
411	T059840_2009	T028461_2006	T028415_2006	T028461_2006--T028415_2006
412	T059843_2009	T028461_2006	T028415_2006	T028461_2006--T028415_2006
413	T059848_2009	T027570_2006	T027543_2006	T027570_2006--T027543_2006
414	T059853_2009	T028699_2006	T028801_2006	T028699_2006--T028801_2006
415	T059854_2009	T028745_2006	T028689_2006	T028745_2006--T028689_2006
416	T059858_2009	T028805_2006	T028818_2006	T028805_2006--T028818_2006
417	T059859_2009	T028629_2006	T028614_2006	T028629_2006--T028614_2006
418	T059861_2009	T028735_2006	T028758_2006	T028735_2006--T028758_2006
419	T059862_2009	T028725_2006	T028759_2006	T028725_2006--T028759_2006
420	T059863_2009	T028626_2006	T028592_2006	T028626_2006--T028592_2006
421	T059870_2009	T028954_2006	T028977_2006	T028954_2006--T028977_2006
422	T059874_2009	T028533_2006	T028565_2006	T028533_2006--T028565_2006
423	T059880_2009	T028732_2006	T028767_2006	T028732_2006--T028767_2006
424	T059882_2009	T028233_2006	T028292_2006	T028233_2006--T028292_2006
425	T059891_2009	T028333_2006	T028362_2006	T028333_2006--T028362_2006
426	T059893_2009	T028521_2006	T028471_2006	T028521_2006--T028471_2006
427	T059895_2009	T028730_2006	T028682_2006	T028730_2006--T028682_2006
428	T059899_2009	T028775_2006	T028684_2006	T028775_2006--T028684_2006
429	T059900_2009	T028530_2006	T028483_2006	T028530_2006--T028483_2006
430	T059902_2009	T028408_2006	T028426_2006	T028408_2006--T028426_2006
431	T059903_2009	T028217_2006	T028309_2006	T028217_2006--T028309_2006
432	T059905_2009	T028514_2006	T028590_2006	T028514_2006--T028590_2006
433	T059906_2009	T028650_2006	T028647_2006	T028650_2006--T028647_2006
434	T059909_2009	T028735_2006	T028758_2006	T028735_2006--T028758_2006
435	T059910_2009	T028192_2006	T028189_2006	T028192_2006--T028189_2006
436	T059911_2009	T028217_2006	T028309_2006	T028217_2006--T028309_2006
437	T059913_2009	T030186_2007	T030321_2007	T030186_2007--T030321_2007
438	T059916_2009	T028627_2006	T028690_2006	T028627_2006--T028690_2006
439	T059917_2009	T028789_2006	T028564_2006	T028789_2006--T028564_2006
440	T059918_2009	T028445_2006	T028491_2006	T028445_2006--T028491_2006
441	T059920_2009	T028691_2006	T028604_2006	T028691_2006--T028604_2006
442	T059921_2009	T028694_2006	T028562_2006	T028694_2006--T028562_2006
443	T059923_2009	T028729_2006	T028757_2006	T028729_2006--T028757_2006
444	T059924_2009	T027590_2006	T027598_2006	T027590_2006--T027598_2006
445	T059928_2009	T028653_2006	T028651_2006	T028653_2006--T028651_2006
446	T059930_2009	T027590_2006	T027598_2006	T027590_2006--T027598_2006
447	T059931_2009	T028443_2006	T028490_2006	T028443_2006--T028490_2006
448	T059932_2009	T027610_2006	T027645_2006	T027610_2006--T027645_2006
449	T059934_2009	T028732_2006	T028767_2006	T028732_2006--T028767_2006
450	T059936_2009	T028789_2006	T028564_2006	T028789_2006--T028564_2006
451	T059938_2009	T027489_2006	T027537_2006	T027489_2006--T027537_2006
452	T059941_2009	T028461_2006	T028415_2006	T028461_2006--T028415_2006
453	T059942_2009	T029080_2006	T028996_2006	T029080_2006--T028996_2006
454	T059943_2009	T028548_2006	T028578_2006	T028548_2006--T028578_2006
455	T059945_2009	T029708_2007	T029606_2007	T029708_2007--T029606_2007
456	T059949_2009	T028907_2006	T028930_2006	T028907_2006--T028930_2006
457	T059951_2009	T028894_2006	T028932_2006	T028894_2006--T028932_2006
458	T059953_2009	T028806_2006	T028815_2006	T028806_2006--T028815_2006
459	T059958_2009	T028548_2006	T028578_2006	T028548_2006--T028578_2006
460	T059959_2009	T028238_2006	T028245_2006	T028238_2006--T028245_2006
461	T059960_2009	T028745_2006	T028689_2006	T028745_2006--T028689_2006
462	T059963_2009	T028645_2006	T028713_2006	T028645_2006--T028713_2006
463	T059965_2009	T028950_2006	T028983_2006	T028950_2006--T028983_2006
464	T059966_2009	T028988_2006	T029002_2006	T028988_2006--T029002_2006
465	T059967_2009	T028907_2006	T028930_2006	T028907_2006--T028930_2006
466	T059969_2009	T028352_2006	T028364_2006	T028352_2006--T028364_2006
467	T059972_2009	T028652_2006	T028654_2006	T028652_2006--T028654_2006
468	T059975_2009	T028408_2006	T028436_2006	T028408_2006--T028436_2006
469	T059976_2009	T029076_2006	T029060_2006	T029076_2006--T029060_2006
470	T059977_2009	T028652_2006	T028654_2006	T028652_2006--T028654_2006
471	T059983_2009	T028524_2006	T028475_2006	T028524_2006--T028475_2006
472	T059985_2009	T028239_2006	T028244_2006	T028239_2006--T028244_2006
473	T059986_2009	T028787_2006	T028716_2006	T028787_2006--T028716_2006
474	T059987_2009	T028905_2006	T028919_2006	T028905_2006--T028919_2006
475	T059989_2009	T029942_2007	T030441_2007	T029942_2007--T030441_2007
476	T059990_2009	T028563_2006	T028608_2006	T028563_2006--T028608_2006
477	T059991_2009	T030112_2007	T030494_2007	T030112_2007--T030494_2007
478	T059993_2009	T028451_2006	T028495_2006	T028451_2006--T028495_2006
479	T059996_2009	T028319_2006	T028367_2006	T028319_2006--T028367_2006
480	T059999_2009	T028894_2006	T028932_2006	T028894_2006--T028932_2006
481	T060001_2009	T028617_2006	T028692_2006	T028617_2006--T028692_2006
482	T060002_2009	T028465_2006	T028419_2006	T028465_2006--T028419_2006
483	T060004_2009	T028539_2006	T028571_2006	T028539_2006--T028571_2006
484	T060006_2009	T030398_2007	T030348_2007	T030398_2007--T030348_2007
485	T060007_2009	T028913_2006	T028914_2006	T028913_2006--T028914_2006
486	T060008_2009	T028539_2006	T028571_2006	T028539_2006--T028571_2006
487	T060012_2009	T028707_2006	T028785_2006	T028707_2006--T028785_2006
488	T060013_2009	T030020_2007	T030048_2007	T030020_2007--T030048_2007
489	T060016_2009	T028940_2006	T029017_2006	T028940_2006--T029017_2006
490	T060018_2009	T028772_2006	T028769_2006	T028772_2006--T028769_2006
491	T060019_2009	T028539_2006	T028571_2006	T028539_2006--T028571_2006
492	T060022_2009	T027507_2006	T027532_2006	T027507_2006--T027532_2006
493	T060024_2009	T028910_2006	T028916_2006	T028910_2006--T028916_2006
494	T060025_2009	T028987_2006	T028979_2006	T028987_2006--T028979_2006
495	T060027_2009	T028637_2006	T028719_2006	T028637_2006--T028719_2006
496	T060029_2009	T029083_2006	T029011_2006	T029083_2006--T029011_2006
497	T060030_2009	T028454_2006	T028502_2006	T028454_2006--T028502_2006
498	T060031_2009	T028711_2006	T028594_2006	T028711_2006--T028594_2006
499	T060032_2009	T028515_2006	T028468_2006	T028515_2006--T028468_2006
500	T060035_2009	T028950_2006	T028983_2006	T028950_2006--T028983_2006
501	T060036_2009	T028617_2006	T028692_2006	T028617_2006--T028692_2006
502	T060043_2009	T028644_2006	T028642_2006	T028644_2006--T028642_2006
503	T059492_2009	T027617_2006	T027650_2006	T027617_2006--T027650_2006
504	T059493_2009	T028466_2006	T028504_2006	T028466_2006--T028504_2006
505	T059494_2009	T028563_2006	T028608_2006	T028563_2006--T028608_2006
506	T059501_2009	T028330_2006	T028359_2006	T028330_2006--T028359_2006
507	T059503_2009	T028513_2006	T028588_2006	T028513_2006--T028588_2006
508	T059504_2009	T028524_2006	T028475_2006	T028524_2006--T028475_2006
509	T059509_2009	T028440_2006	T028489_2006	T028440_2006--T028489_2006
510	T059511_2009	T028295_2006	T028218_2006	T028295_2006--T028218_2006
511	T059512_2009	T029653_2007	T029669_2007	T029653_2007--T029669_2007
512	T059513_2009	T028706_2006	T028720_2006	T028706_2006--T028720_2006
513	T059517_2009	T028910_2006	T028916_2006	T028910_2006--T028916_2006
514	T059518_2009	T029076_2006	T029060_2006	T029076_2006--T029060_2006
515	T059525_2009	T028269_2006	T028282_2006	T028269_2006--T028282_2006
516	T059526_2009	T028950_2006	T028983_2006	T028950_2006--T028983_2006
517	T059530_2009	T028264_2006	T028284_2006	T028264_2006--T028284_2006
518	T059531_2009	T028217_2006	T028309_2006	T028217_2006--T028309_2006
519	T059532_2009	T028729_2006	T028757_2006	T028729_2006--T028757_2006
520	T059533_2009	T028465_2006	T028419_2006	T028465_2006--T028419_2006
521	T059535_2009	T028905_2006	T028919_2006	T028905_2006--T028919_2006
522	T059536_2009	T028644_2006	T028642_2006	T028644_2006--T028642_2006
523	T059537_2009	T028543_2006	T028498_2006	T028543_2006--T028498_2006
524	T059540_2009	T029459_2007	T029911_2007	T029459_2007--T029911_2007
525	T059542_2009	T028536_2006	T028574_2006	T028536_2006--T028574_2006
526	T059545_2009	T028676_2006	T028597_2006	T028676_2006--T028597_2006
527	T059564_2009	T028452_2006	T028499_2006	T028452_2006--T028499_2006
528	T059576_2009	T028793_2006	T028601_2006	T028793_2006--T028601_2006
529	T059625_2009	T028789_2006	T028564_2006	T028789_2006--T028564_2006
530	T059637_2009	T028304_2006	T028223_2006	T028304_2006--T028223_2006
531	T059639_2009	T028676_2006	T028597_2006	T028676_2006--T028597_2006
532	T059552_2009	T028745_2006	T028689_2006	T028745_2006--T028689_2006
533	T059563_2009	T028439_2006	T028487_2006	T028439_2006--T028487_2006
534	T059569_2009	T027490_2006	T027588_2006	T027490_2006--T027588_2006
535	T059571_2009	T028699_2006	T028801_2006	T028699_2006--T028801_2006
536	T059574_2009	T028233_2006	T028289_2006	T028233_2006--T028289_2006
537	T059577_2009	T029314_2007	T029445_2007	T029314_2007--T029445_2007
538	T059579_2009	T028631_2006	T028602_2006	T028631_2006--T028602_2006
539	T059582_2009	T028700_2006	T028667_2006	T028700_2006--T028667_2006
540	T059583_2009	T028351_2006	T028370_2006	T028351_2006--T028370_2006
541	T059584_2009	T027492_2006	T027584_2006	T027492_2006--T027584_2006
542	T059587_2009	T028236_2006	T028248_2006	T028236_2006--T028248_2006
543	T059594_2009	T028909_2006	T028934_2006	T028909_2006--T028934_2006
544	T059596_2009	T028732_2006	T028767_2006	T028732_2006--T028767_2006
545	T059601_2009	T028699_2006	T028801_2006	T028699_2006--T028801_2006
546	T059602_2009	T028740_2006	T028747_2006	T028740_2006--T028747_2006
547	T059607_2009	T028739_2006	T028680_2006	T028739_2006--T028680_2006
548	T059608_2009	T028195_2006	T028190_2006	T028195_2006--T028190_2006
549	T059609_2009	T029972_2007	T030283_2007	T029972_2007--T030283_2007
550	T059612_2009	T028987_2006	T028979_2006	T028987_2006--T028979_2006
551	T059613_2009	T028788_2006	T028656_2006	T028788_2006--T028656_2006
552	T059615_2009	T028611_2006	T028660_2006	T028611_2006--T028660_2006
553	T059616_2009	T028990_2006	T029021_2006	T028990_2006--T029021_2006
554	T059645_2009	T028987_2006	T028979_2006	T028987_2006--T028979_2006
555	T059651_2009	T028531_2006	T028476_2006	T028531_2006--T028476_2006
556	T059653_2009	T028945_2006	T028963_2006	T028945_2006--T028963_2006
557	T059654_2009	T028905_2006	T028919_2006	T028905_2006--T028919_2006
558	T059655_2009	T028451_2006	T028495_2006	T028451_2006--T028495_2006
559	T059656_2009	T028790_2006	T028715_2006	T028790_2006--T028715_2006
560	T059659_2009	T028824_2006	T028841_2006	T028824_2006--T028841_2006
561	T059660_2009	T029076_2006	T029060_2006	T029076_2006--T029060_2006
562	T059663_2009	T028912_2006	T028911_2006	T028912_2006--T028911_2006
563	T059664_2009	T028515_2006	T028468_2006	T028515_2006--T028468_2006
564	T059665_2009	T029076_2006	T029060_2006	T029076_2006--T029060_2006
565	T059669_2009	T027514_2006	T027523_2006	T027514_2006--T027523_2006
566	T059670_2009	T028645_2006	T028713_2006	T028645_2006--T028713_2006
567	T059671_2009	T028637_2006	T028719_2006	T028637_2006--T028719_2006
568	T059674_2009	T028202_2006	T028188_2006	T028202_2006--T028188_2006
569	T059676_2009	T028266_2006	T028285_2006	T028266_2006--T028285_2006
570	T059677_2009	T028826_2006	T028832_2006	T028826_2006--T028832_2006
571	T059683_2009	T028727_2006	T028679_2006	T028727_2006--T028679_2006
572	T059686_2009	T028699_2006	T028801_2006	T028699_2006--T028801_2006
573	T059688_2009	T028793_2006	T028601_2006	T028793_2006--T028601_2006
574	T059696_2009	T028714_2006	T028708_2006	T028714_2006--T028708_2006
575	T059729_2009	T028627_2006	T028690_2006	T028627_2006--T028690_2006
576	T059748_2009	T028703_2006	T028721_2006	T028703_2006--T028721_2006
577	T059707_2009	T028907_2006	T028930_2006	T028907_2006--T028930_2006
578	T059709_2009	T028522_2006	T028473_2006	T028522_2006--T028473_2006
579	T059711_2009	T028772_2006	T028769_2006	T028772_2006--T028769_2006
580	T059714_2009	T028311_2006	T028317_2006	T028311_2006--T028317_2006
581	T059715_2009	T028652_2006	T028654_2006	T028652_2006--T028654_2006
582	T059717_2009	T028339_2006	T028380_2006	T028339_2006--T028380_2006
583	T059719_2009	T029076_2006	T029060_2006	T029076_2006--T029060_2006
584	T059722_2009	T028538_2006	T028612_2006	T028538_2006--T028612_2006
585	T059739_2009	T028732_2006	T028767_2006	T028732_2006--T028767_2006
586	T059747_2009	T029639_2007	T029681_2007	T029639_2007--T029681_2007
587	T059749_2009	T028797_2006	T028591_2006	T028797_2006--T028591_2006
588	T059755_2009	T027590_2006	T027598_2006	T027590_2006--T027598_2006
589	T059757_2009	T029080_2006	T028996_2006	T029080_2006--T028996_2006
590	T059758_2009	T028563_2006	T028608_2006	T028563_2006--T028608_2006
591	T059762_2009	T028728_2006	T028752_2006	T028728_2006--T028752_2006
592	T059763_2009	T028868_2006	T028886_2006	T028868_2006--T028886_2006
593	T059764_2009	T028904_2006	T028928_2006	T028904_2006--T028928_2006
594	T059769_2009	T027606_2006	T027597_2006	T027606_2006--T027597_2006
595	T059772_2009	T028732_2006	T028767_2006	T028732_2006--T028767_2006
596	T059780_2009	T028907_2006	T028930_2006	T028907_2006--T028930_2006
597	T059781_2009	T028451_2006	T028495_2006	T028451_2006--T028495_2006
598	T059783_2009	T028898_2006	T028915_2006	T028898_2006--T028915_2006
599	T059784_2009	T028352_2006	T028364_2006	T028352_2006--T028364_2006
600	T059785_2009	T028402_2006	T028434_2006	T028402_2006--T028434_2006
601	T061985_2010	T029479_2007	T029804_2007	T029479_2007--T029804_2007
602	T061986_2010	T029664_2007	T029643_2007	T029664_2007--T029643_2007
603	T061987_2010	T029889_2007	T029761_2007	T029889_2007--T029761_2007
604	T061988_2010	T029889_2007	T029761_2007	T029889_2007--T029761_2007
605	T061989_2010	T029648_2007	T029820_2007	T029648_2007--T029820_2007
606	T061990_2010	T029638_2007	T029931_2007	T029638_2007--T029931_2007
607	T061991_2010	T030593_2007	T030661_2007	T030593_2007--T030661_2007
608	T061992_2010	T029837_2007	T029775_2007	T029837_2007--T029775_2007
609	T061994_2010	T030619_2007	T030624_2007	T030619_2007--T030624_2007
610	T061995_2010	T029699_2007	T029615_2007	T029699_2007--T029615_2007
611	T061996_2010	T028868_2006	T028886_2006	T028868_2006--T028886_2006
612	T061997_2010	T030414_2007	T030285_2007	T030414_2007--T030285_2007
613	T062001_2010	T029379_2007	T029339_2007	T029379_2007--T029339_2007
614	T062002_2010	T030112_2007	T030494_2007	T030112_2007--T030494_2007
615	T062003_2010	T030390_2007	T030391_2007	T030390_2007--T030391_2007
616	T062004_2010	T030370_2007	T030229_2007	T030370_2007--T030229_2007
617	T062005_2010	T030356_2007	T030154_2007	T030356_2007--T030154_2007
618	T062006_2010	T029984_2007	T030301_2007	T029984_2007--T030301_2007
619	T062007_2010	T029486_2007	T029882_2007	T029486_2007--T029882_2007
620	T062009_2010	T029572_2007	T029546_2007	T029572_2007--T029546_2007
621	T062010_2010	T030079_2007	T030098_2007	T030079_2007--T030098_2007
622	T062012_2010	T030555_2007	T030635_2007	T030555_2007--T030635_2007
623	T062013_2010	T030344_2007	T030126_2007	T030344_2007--T030126_2007
624	T062015_2010	T029862_2007	T029763_2007	T029862_2007--T029763_2007
625	T062016_2010	T030234_2007	T030433_2007	T030234_2007--T030433_2007
626	T062017_2010	T030455_2007	T030134_2007	T030455_2007--T030134_2007
627	T062018_2010	T029446_2007	T029340_2007	T029446_2007--T029340_2007
628	T062020_2010	T030112_2007	T030494_2007	T030112_2007--T030494_2007
629	T062025_2010	T030058_2007	T030250_2007	T030058_2007--T030250_2007
630	T062026_2010	T030469_2007	T030417_2007	T030469_2007--T030417_2007
631	T062027_2010	T029391_2007	T029755_2007	T029391_2007--T029755_2007
632	T062028_2010	T030122_2007	T030201_2007	T030122_2007--T030201_2007
633	T062029_2010	T030299_2007	T030151_2007	T030299_2007--T030151_2007
634	T062030_2010	T029314_2007	T029445_2007	T029314_2007--T029445_2007
635	T062032_2010	T029807_2007	T029739_2007	T029807_2007--T029739_2007
636	T062034_2010	T030384_2007	T029974_2007	T030384_2007--T029974_2007
637	T062037_2010	T029955_2007	T030463_2007	T029955_2007--T030463_2007
638	T062040_2010	T030057_2007	T030118_2007	T030057_2007--T030118_2007
639	T062042_2010	T029849_2007	T029675_2007	T029849_2007--T029675_2007
640	T062043_2010	T030007_2007	T029993_2007	T030007_2007--T029993_2007
641	T062044_2010	T029319_2007	T029858_2007	T029319_2007--T029858_2007
642	T062045_2010	T029414_2007	T029782_2007	T029414_2007--T029782_2007
643	T062046_2010	T030375_2007	T030027_2007	T030375_2007--T030027_2007
644	T063968_2010	T029486_2007	T029882_2007	T029486_2007--T029882_2007
645	T063969_2010	T029460_2007	T029828_2007	T029460_2007--T029828_2007
